Measurement id = 33545494 To popcluster11.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545495 To popcluster12.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545496 To popcluster13.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545497 To popcluster14.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545498 To popcluster15.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545499 To popcluster16.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545500 To popcluster17.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545501 To popcluster18.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545502 To popcluster19.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545503 To popcluster20.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545504 To popcluster21.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545505 To popcluster22.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545506 To popcluster23.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545507 To popcluster24.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545508 To popcluster25.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545509 To popcluster26.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545510 To popcluster27.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545511 To popcluster28.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545512 To popcluster29.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545513 To popcluster30.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545514 To popcluster31.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545515 To popcluster32.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545516 To popcluster33.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545517 To popcluster34.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545519 To popcluster35.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545520 To popcluster36.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
Measurement id = 33545521 To popcluster37.atlas.winet.dcc.ufmg.br  created -> start :2021-11-22 00:37 estimation of stop:2021-11-22 08:57-> 10203,10237,10338,10477,10587,11149,11289,6945,6947,6958,10210,10403,10688,10904,11174,11266,11350,11484,1001461,10031,10554,6295,10281,52413,11243,11016,11529,11633,11722,12349,12583,12808,12890,13200,13389,13411,13477,14213,14244,14531,14587,14843,14973,16044,16163,16300,16583,11550,11642,11747,11990,12017,12118,12203,12410,12597,12739,12803,12877,12944,13054,13230,13443,13855,14012,14049,14175,14291,14694,15059,15105,15467,15732,15928,16087,16604,13955,16601,13138,12933,14520,1002118,15053,50397,14761,14727,15743,16020,16363,16785,19287,16732,16771,16831,16898,17036,17140,17214,17490,17625
